Channel 1,Channel 2
3856.225586,3256.250000
3856.298828,3256.396484
3856.298828,3256.420898
3856.469727,3256.079102
3856.298828,3255.810547
3856.298828,3256.225586
3856.250000,3256.372070
3856.396484,3256.420898
3856.542969,3255.932617
3856.298828,3256.054688
3856.054688,3256.420898
3856.225586,3256.372070
3856.274414,3256.323242
3856.298828,3256.396484
3856.274414,3256.225586
3856.323242,3256.127930
3856.347656,3256.396484
3856.298828,3256.079102
3856.323242,3256.933594
3856.738281,3257.739258
3857.373047,3258.105469
3857.470703,3258.325195
3857.495117,3258.325195
3857.324219,3258.056641
3857.250977,3257.788086
3857.080078,3257.519531
3857.031250,3257.153320
3857.202148,3257.666016
3857.250977,3257.739258
3857.128906,3257.495117
3857.153320,3257.397461
3857.104492,3257.348633
3857.128906,3257.055664
3857.202148,3257.128906
3856.933594,3256.835938
3857.348633,3256.835938
3857.226563,3256.835938
3857.226563,3256.909180
3857.299805,3256.835938
3857.446289,3256.689453
3857.299805,3256.811523
3857.250977,3256.860352
3857.299805,3256.567383
3857.275391,3256.445313
3857.495117,3256.542969
3857.202148,3256.420898
3857.055664,3256.640625
3857.153320,3256.542969
3857.080078,3256.591797
3856.933594,3256.298828
3857.006836,3256.738281
3857.104492,3256.518555
3857.104492,3256.323242
3856.982422,3256.127930
3856.982422,3256.323242
3857.031250,3256.127930
3856.982422,3256.372070
3856.835938,3255.859375
3856.689453,3255.932617
3856.665039,3255.859375
3856.469727,3255.834961
3856.665039,3255.688477
3856.494141,3255.590820
3856.567383,3255.468750
3856.469727,3255.493164
3856.616211,3255.346680
3856.567383,3255.541992
3856.665039,3256.298828
3857.299805,3257.153320
3857.788086,3257.714844
3858.007813,3257.983398
3857.714844,3258.007813
3858.007813,3257.812500
3857.885742,3257.373047
3857.910156,3257.446289
3857.958984,3257.397461
3857.812500,3257.666016
3858.056641,3257.617188
3857.861328,3257.421875
3857.885742,3257.617188
3857.958984,3257.836914
3858.178711,3257.812500
3858.178711,3257.788086
3858.325195,3257.885742
3858.374023,3258.007813
3858.374023,3257.885742
3858.447266,3257.714844
3858.349609,3257.543945
3858.276367,3257.324219
3858.276367,3257.177734
3858.398438,3257.250977
3858.203125,3257.104492
3858.276367,3257.275391
3858.471680,3257.543945
3858.447266,3257.275391
3858.349609,3257.373047
3858.642578,3257.299805
3858.422852,3257.299805
3858.496094,3257.324219
3858.447266,3257.421875
3858.276367,3257.421875
3858.618164,3257.470703
3858.471680,3257.470703
3858.496094,3257.421875
3858.447266,3257.250977
3858.715820,3257.495117
3858.666992,3257.714844
3858.764648,3257.885742
3858.666992,3257.763672
3858.959961,3258.227539
3859.155273,3258.813477
3859.301758,3259.204102
3859.619141,3259.570313
3859.643555,3259.472656
3859.765625,3259.448242
3859.863281,3259.179688
3859.741211,3259.033203
3859.838867,3259.106445
3859.790039,3259.082031
3859.936523,3258.789063
3859.936523,3258.691406
3859.985352,3259.155273
3860.083008,3258.593750
3860.083008,3258.666992
3860.034180,3258.813477
3860.180664,3258.618164
3860.131836,3258.740234
3860.229492,3258.764648
3860.400391,3258.691406
3860.156250,3258.740234
3860.253906,3258.837891
3860.083008,3258.886719
3859.985352,3258.715820
3860.083008,3258.862305
3859.960938,3258.837891
3860.083008,3258.813477
3860.180664,3258.813477
3859.863281,3258.666992
3860.107422,3258.789063
3860.205078,3258.862305
3860.058594,3258.789063
3860.131836,3258.691406
3860.058594,3258.447266
3860.034180,3258.569336
3860.009766,3258.276367
3859.863281,3258.715820
3859.960938,3258.325195
3860.205078,3258.398438
3860.156250,3258.129883
3859.790039,3258.105469
3860.180664,3258.496094
3860.278320,3259.179688
3860.620117,3259.936523
3860.913086,3260.571289
3861.010742,3260.742188
3860.937500,3260.571289
3860.937500,3260.375977
3860.888672,3260.351563
3860.888672,3260.229492
3861.059570,3260.229492
3860.937500,3260.449219
3860.986328,3260.327148
3861.108398,3260.058594
3860.839844,3260.107422
3861.010742,3259.741211
3860.766602,3259.887695
3860.986328,3259.985352
3860.961914,3259.936523
3860.937500,3259.741211
3860.888672,3259.790039
3860.864258,3259.619141
3860.546875,3259.497070
3860.302734,3259.619141
3860.131836,3259.375000
3860.278320,3259.082031
3860.205078,3259.350586
3860.131836,3259.301758
3860.083008,3259.057617
3860.034180,3259.301758
3860.083008,3259.106445
3859.765625,3259.252930
3859.863281,3259.277344
3860.180664,3258.984375
3860.083008,3259.082031
3859.960938,3259.057617
3860.009766,3259.008789
3859.863281,3258.911133
3859.960938,3259.082031
3860.180664,3258.911133
3860.131836,3258.984375
3860.229492,3258.813477
3859.960938,3258.447266
3860.107422,3258.618164
3860.034180,3258.789063
3860.180664,3259.350586
3860.839844,3260.327148
3861.376953,3261.132813
3861.376953,3261.230469
3861.645508,3261.303711
3861.352539,3261.303711
3861.523438,3261.181641
3861.376953,3261.352539
3861.376953,3261.865234
3861.865234,3261.816406
3862.158203,3261.987305
3862.451172,3261.889648
3862.377930,3261.987305
3862.353516,3262.060547
3862.353516,3261.914063
3862.182617,3261.889648
3862.011719,3262.377930
3862.109375,3262.036133
3862.084961,3262.329102
3862.133789,3262.133789
3862.109375,3262.255859
3862.280273,3262.426758
3862.231445,3262.377930
3862.426758,3262.622070
3862.500000,3262.451172
3862.622070,3262.402344
3862.622070,3262.475586
3862.670898,3262.451172
3862.866211,3262.646484
3862.841797,3262.573242
3862.915039,3262.915039
3862.915039,3262.866211
3862.866211,3262.548828
3863.354492,3262.866211
3862.866211,3262.597656
3863.134766,3262.890625
3862.988281,3262.719727
3863.183594,3262.597656
3863.085938,3262.548828
3862.939453,3262.646484
3863.037109,3262.475586
3863.232422,3262.231445
3862.988281,3262.329102
3862.817383,3262.255859
3863.012695,3262.231445
3863.061523,3262.207031
3863.134766,3262.475586
3863.476563,3263.452148
3864.086914,3264.550781
3864.306641,3264.990234
3864.648438,3265.063477
3864.355469,3264.990234
3864.257813,3264.746094
3864.306641,3264.697266
3864.013672,3264.965820
3864.282227,3264.868164
3864.257813,3265.234375
3863.989258,3264.965820
3864.233398,3264.794922
3864.135742,3264.916992
3864.013672,3264.892578
3864.160156,3265.112305
3864.404297,3265.405273
3864.404297,3265.283203
3864.501953,3265.185547
3864.428711,3265.576172
3864.501953,3265.454102
3864.575195,3265.380859
3864.331055,3265.185547
3864.550781,3265.234375
3864.697266,3265.039063
3864.843750,3264.916992
3864.599609,3264.965820
3864.672852,3264.794922
3864.477539,3264.379883
3864.233398,3264.208984
3864.062500,3263.842773
3863.769531,3263.745117
3863.867188,3263.330078
3863.769531,3263.427734
3863.793945,3263.525391
3863.720703,3263.745117
3864.135742,3263.696289
3864.086914,3263.940430
3864.062500,3264.208984
3864.086914,3264.062500
3863.916016,3263.964844
3863.696289,3263.916016
3864.111328,3264.892578
3864.355469,3265.551758
3864.672852,3266.406250
3864.868164,3266.699219
3864.648438,3266.308594
3864.575195,3266.357422
3864.697266,3266.259766
3864.453125,3266.357422
3865.112305,3267.529297
3865.209961,3267.602539
3865.527344,3267.871094
3865.356445,3267.431641
3865.332031,3267.480469
3865.087891,3267.285156
3864.965820,3266.943359
3864.575195,3266.528320
3864.355469,3266.235352
3864.550781,3266.406250
3864.453125,3266.064453
3864.208984,3265.942383
3864.306641,3265.795898
3864.111328,3265.869141
3864.306641,3265.991211
3864.477539,3266.162109
3864.575195,3266.137695
3864.379883,3266.137695
3864.550781,3266.259766
3864.550781,3266.259766
3864.526367,3266.455078
3864.916992,3266.137695
3864.770508,3266.162109
3864.721680,3266.088867
3864.770508,3265.795898
3864.819336,3265.649414
3864.648438,3265.429688
3864.477539,3265.527344
3864.355469,3265.039063
3864.501953,3265.161133
3864.599609,3265.307617
3864.624023,3264.965820
3864.404297,3265.063477
3864.331055,3265.014648
3864.404297,3265.161133
3864.331055,3264.916992
3864.135742,3264.819336
3864.233398,3265.136719
3864.282227,3265.576172
3864.843750,3266.723633
3865.258789,3267.553711
3865.625000,3268.164063
3865.502930,3267.993164
3865.576172,3267.822266
3865.551758,3267.675781
3865.600586,3267.724609
3865.502930,3267.895508
3865.698242,3267.871094
3865.722656,3267.871094
3866.113281,3268.066406
3866.162109,3267.871094
3866.064453,3267.944336
3866.284180,3268.066406
3866.406250,3267.773438
3866.186523,3267.578125
3866.430664,3267.724609
3866.259766,3267.504883
3866.381836,3267.529297
3866.308594,3267.065430
3866.186523,3266.674805
3866.064453,3266.992188
3866.235352,3266.650391
3866.137695,3266.577148
3865.991211,3266.479492
3865.966797,3266.259766
3865.649414,3266.357422
3865.649414,3266.381836
3865.527344,3265.942383
3865.576172,3266.064453
3865.454102,3265.625000
3865.600586,3265.820313
3865.527344,3265.991211
3865.502930,3266.040039
3865.747070,3265.893555
3865.625000,3265.917969
3865.625000,3265.966797
3865.625000,3265.966797
3865.722656,3266.015625
3865.844727,3266.040039
3865.673828,3265.966797
3865.771484,3265.942383
3865.722656,3265.502930
3865.698242,3265.795898
3865.795898,3265.600586
3865.869141,3266.259766
3865.698242,3266.162109
3866.113281,3265.869141
3865.991211,3266.259766
3865.942383,3266.235352
3865.795898,3266.259766
3866.015625,3266.015625
3865.942383,3266.308594
3866.357422,3267.211914
3866.918945,3268.457031
3867.211914,3268.823242
3867.480469,3269.018555
3867.651367,3268.994141
3867.333984,3268.725586
3867.431641,3268.603516
3867.382813,3268.627930
3867.504883,3268.603516
3867.504883,3268.603516
3867.724609,3268.603516
3867.822266,3268.774414
3867.822266,3268.627930
3867.407227,3268.359375
3867.431641,3268.286133
3867.431641,3268.164063
3867.553711,3268.261719
3867.358398,3268.310547
3867.578125,3268.359375
3867.431641,3268.383789
3867.602539,3268.359375
3867.529297,3268.139648
3867.602539,3267.919922
3867.333984,3267.749023
3867.236328,3267.407227
3866.821289,3266.674805
3866.748047,3266.552734
3866.601563,3266.113281
3866.162109,3265.600586
3865.820313,3265.380859
3865.698242,3265.332031
3865.722656,3265.356445
3866.040039,3265.747070
3866.137695,3265.600586
3866.162109,3265.576172
3866.235352,3265.673828
3866.406250,3265.844727
3866.406250,3265.649414
3866.601563,3265.625000
3866.357422,3265.942383
3866.577148,3265.844727
3866.748047,3266.040039
3866.748047,3265.917969
3866.455078,3265.942383
3866.577148,3265.722656
3866.674805,3265.722656
3866.430664,3265.576172
3866.674805,3265.576172
3866.577148,3265.405273
3866.479492,3265.161133
3866.357422,3265.283203
3866.357422,3265.136719
3866.479492,3264.965820
3866.137695,3265.258789
3866.577148,3265.820313
3866.967773,3266.918945
3867.407227,3267.749023
3867.797852,3268.115234
3867.529297,3267.993164
3867.651367,3267.407227
3867.578125,3267.382813
3867.578125,3267.431641
3867.504883,3267.382813
3867.382813,3267.309570
3867.602539,3267.578125
3867.602539,3267.480469
3867.382813,3267.333984
3867.700195,3267.504883
3867.700195,3267.529297
3867.578125,3267.309570
3867.919922,3267.431641
3867.797852,3267.456055
3867.919922,3267.285156
3868.017578,3267.504883
3867.675781,3267.285156
3867.626953,3267.163086
3867.993164,3266.894531
3867.822266,3266.870117
3867.456055,3266.723633
3867.578125,3266.455078
3867.382813,3266.381836
3867.187500,3266.064453
3867.138672,3265.820313
3866.870117,3265.771484
3866.748047,3265.551758
3867.065430,3265.649414
3867.041016,3265.698242
3866.845703,3265.527344
3866.748047,3265.356445
3866.967773,3265.454102
3866.674805,3265.112305
3866.625977,3265.283203
3866.772461,3265.063477
3867.016602,3264.965820
3866.650391,3264.941406
3866.943359,3264.965820
3866.943359,3264.916992
3867.016602,3264.892578
3866.943359,3265.039063
3867.187500,3264.819336
3867.065430,3264.868164
3867.236328,3264.819336
3867.211914,3265.039063
3867.163086,3265.161133
3867.504883,3266.235352
3867.895508,3266.894531
3868.334961,3267.553711
3868.408203,3267.187500
3867.968750,3267.065430
3868.457031,3267.089844
3868.188477,3266.699219
3868.139648,3266.821289
3868.188477,3266.577148
3867.919922,3266.503906
3867.871094,3266.455078
3867.993164,3266.577148
3867.968750,3266.235352
3868.237305,3266.235352
3867.871094,3266.455078
3868.090820,3266.284180
3867.871094,3266.235352
3867.993164,3266.259766
3868.139648,3266.259766
3867.700195,3266.064453
3867.529297,3265.771484
3867.431641,3265.722656
3867.236328,3265.551758
3867.333984,3265.405273
3867.138672,3265.112305
3867.114258,3265.063477
3866.967773,3264.892578
3866.455078,3264.819336
3866.137695,3264.501953
3866.186523,3264.477539
3866.040039,3264.379883
3866.210938,3264.550781
3866.113281,3264.501953
3866.040039,3264.697266
3866.357422,3264.453125
3866.284180,3264.501953
3866.186523,3264.428711
3866.040039,3264.233398
3865.942383,3264.331055
3866.015625,3264.038086
3866.015625,3264.135742
3865.649414,3264.062500
3865.869141,3264.062500
3865.820313,3263.745117
3865.771484,3263.671875
3865.649414,3263.549805
3865.795898,3263.623047
3865.917969,3264.453125
3866.381836,3265.356445
3866.699219,3265.722656
3866.894531,3265.527344
3866.796875,3265.454102
3866.601563,3265.136719
3866.210938,3264.916992
3866.357422,3264.721680
3866.137695,3264.453125
3866.186523,3264.599609
3866.015625,3264.868164
3866.088867,3264.575195
3866.186523,3264.404297
3866.186523,3264.208984
3865.991211,3264.208984
3865.966797,3264.428711
3866.064453,3264.208984
3866.015625,3264.233398
3866.333008,3263.916016
3866.113281,3264.282227
3866.088867,3264.160156
3866.284180,3264.160156
3866.040039,3263.940430
3865.991211,3263.647461
3865.966797,3263.598633
3865.771484,3263.452148
3865.893555,3263.427734
3865.966797,3263.427734
3865.917969,3263.330078
3865.917969,3263.403320
3865.893555,3263.110352
3865.991211,3263.037109
3865.966797,3263.110352
3865.991211,3263.256836
3865.795898,3263.061523
3866.040039,3262.988281
3865.942383,3262.963867
3866.357422,3263.012695
3865.966797,3262.866211
3866.137695,3262.841797
3866.040039,3262.573242
3866.064453,3262.500000
3865.991211,3262.548828
3865.917969,3262.402344
3865.991211,3262.426758
3865.917969,3262.255859
3865.917969,3262.133789
3865.966797,3262.182617
3866.015625,3262.304688
3866.040039,3262.719727
3866.040039,3263.574219
3866.601563,3264.282227
3866.943359,3264.770508
3867.187500,3265.087891
3866.992188,3264.868164
3867.065430,3265.014648
3867.041016,3264.941406
3866.918945,3264.721680
3866.967773,3264.697266
3866.821289,3264.819336
3867.114258,3264.819336
3866.918945,3264.770508
3867.065430,3264.550781
3866.821289,3264.526367
3866.870117,3264.501953
3866.870117,3264.599609
3866.772461,3264.404297
3866.601563,3264.477539
3866.625977,3264.453125
3866.601563,3264.355469
3866.430664,3264.599609
3866.503906,3264.331055
3866.333008,3264.111328
3866.430664,3263.891602
3866.333008,3263.989258
3866.430664,3263.940430
3866.430664,3263.818359
3866.455078,3263.916016
3866.455078,3263.916016
3866.772461,3263.720703
3866.528320,3263.745117
3866.699219,3263.623047
3866.455078,3263.476563
3866.333008,3263.427734
3866.455078,3263.305664
3866.577148,3263.110352
3866.333008,3263.183594
3866.210938,3263.183594
3866.381836,3263.256836
3866.479492,3263.159180
3866.455078,3263.208008
3866.259766,3263.354492
3866.455078,3263.085938
3866.455078,3263.061523
3866.455078,3263.305664
3866.284180,3263.183594
3866.381836,3263.012695
3866.430664,3263.061523
3866.357422,3263.232422
3866.796875,3264.086914
3867.382813,3264.916992
3867.675781,3265.869141
3867.968750,3265.991211
3868.066406,3265.722656
3868.164063,3265.527344
3867.944336,3265.429688
3867.968750,3265.332031
3867.626953,3265.307617
3867.504883,3265.283203
3867.480469,3264.965820
3867.602539,3265.209961
3867.602539,3265.136719
3867.480469,3264.990234
3867.382813,3265.087891
3867.456055,3265.185547
3867.480469,3265.209961
3867.651367,3265.136719
3867.822266,3264.990234
3867.700195,3264.941406
3867.749023,3264.648438
3867.626953,3264.697266
3867.749023,3264.672852
3867.871094,3264.697266
3867.871094,3264.477539
3867.749023,3264.501953
3867.993164,3264.404297
3867.919922,3264.526367
3867.968750,3264.428711
3867.773438,3264.135742
3867.944336,3264.208984
3867.578125,3264.331055
3867.822266,3264.428711
3867.749023,3264.404297
3867.919922,3264.477539
3867.968750,3264.355469
3868.139648,3264.282227
3867.846680,3264.062500
3867.919922,3264.208984
3867.773438,3263.916016
3867.504883,3263.891602
3867.944336,3263.891602
3867.968750,3263.793945
3867.797852,3263.964844
3868.041992,3263.720703
3867.968750,3264.184570
3868.090820,3265.722656
3868.481445,3265.942383
3868.676758,3266.186523
3868.823242,3266.455078
3868.725586,3266.210938
3868.603516,3266.137695
3868.457031,3266.113281
3868.432617,3265.991211
3868.432617,3265.893555
3868.310547,3266.040039
3868.261719,3265.991211
3868.334961,3265.844727
3868.383789,3266.015625
3868.359375,3265.844727
3868.554688,3265.820313
3868.554688,3265.893555
3868.188477,3265.942383
3868.310547,3265.820313
3868.334961,3265.844727
3868.457031,3265.771484
3868.627930,3265.917969
3868.554688,3265.722656
3868.579102,3265.625000
3868.359375,3265.649414
3868.310547,3265.307617
3868.334961,3265.600586
3868.212891,3265.454102
3868.115234,3265.356445
3868.432617,3265.161133
3868.310547,3265.209961
3868.359375,3265.063477
3868.286133,3264.843750
3867.993164,3264.794922
3868.164063,3264.697266
3868.237305,3264.648438
3868.041992,3264.599609
3868.115234,3264.526367
3868.090820,3264.208984
3868.212891,3264.331055
3868.188477,3264.233398
3868.188477,3264.135742
3868.090820,3264.233398
3867.822266,3264.184570
3868.041992,3264.013672
3868.164063,3263.964844
3867.993164,3264.086914
3868.066406,3263.964844
3867.993164,3264.428711
3868.017578,3264.721680
3868.286133,3265.747070
3868.847656,3266.503906
3869.189453,3266.845703
3869.335938,3267.016602
3868.872070,3266.943359
3869.091797,3266.870117
3868.896484,3266.845703
3869.018555,3266.772461
3869.238281,3266.992188
3869.042969,3266.967773
3869.140625,3266.845703
3869.067383,3266.674805
3868.920898,3266.577148
3868.896484,3266.503906
3868.750000,3266.577148
3868.872070,3266.406250
3868.823242,3266.235352
3869.042969,3266.381836
3869.067383,3265.820313
3869.042969,3265.869141
3869.042969,3265.795898
3869.067383,3265.649414
3869.140625,3265.625000
3869.189453,3265.185547
3869.042969,3265.234375
3869.165039,3265.063477
3868.994141,3264.819336
3868.945313,3264.770508
3869.116211,3264.721680
3868.969727,3264.648438
3868.872070,3264.526367
3869.018555,3264.770508
3868.896484,3264.672852
3868.872070,3264.599609
3868.481445,3264.550781
3868.530273,3264.672852
3868.505859,3264.599609
3868.334961,3264.404297
3868.286133,3264.208984
3868.286133,3264.624023
3868.237305,3264.257813
3868.066406,3264.257813
3868.041992,3263.793945
3867.993164,3263.989258
3867.895508,3264.111328
3867.944336,3263.818359
3868.212891,3263.867188
3867.944336,3263.671875
3868.066406,3263.696289
3868.090820,3263.916016
3868.237305,3263.891602
3868.505859,3263.989258
3868.457031,3264.697266
3869.116211,3265.478516
3869.531250,3266.333008
3869.848633,3266.284180
3869.921875,3266.528320
3869.848633,3266.308594
3869.653320,3265.917969
3869.726563,3265.844727
3869.482422,3265.625000
3869.555664,3265.673828
3869.628906,3265.771484
3869.628906,3265.844727
3869.726563,3265.551758
3869.555664,3265.332031
3869.433594,3265.185547
3869.335938,3264.941406
3869.482422,3265.332031
3869.287109,3264.990234
3869.213867,3265.429688
3869.140625,3265.429688
3869.311523,3265.429688
3869.213867,3265.527344
3869.238281,3265.673828
3869.116211,3265.454102
3869.384766,3265.307617
3869.189453,3265.429688
3869.116211,3265.429688
3868.994141,3265.429688
3869.018555,3265.454102
3869.042969,3265.429688
3869.018555,3265.332031
3869.116211,3265.380859
3869.409180,3265.673828
3869.067383,3265.600586
3869.165039,3265.502930
3869.287109,3265.185547
3869.189453,3265.161133
3869.213867,3265.039063
3869.091797,3264.672852
3869.360352,3264.770508
3869.384766,3264.477539
3868.945313,3264.404297
3869.287109,3264.453125
3869.384766,3263.989258
3869.384766,3264.184570
3869.213867,3264.208984
3869.287109,3263.989258
3869.262695,3264.233398
3869.555664,3264.794922
3869.726563,3265.600586
3870.288086,3266.284180
3870.434570,3266.650391
3870.434570,3266.528320
3870.434570,3265.966797
3870.263672,3265.722656
3869.946289,3265.722656
3869.970703,3265.405273
3869.848633,3265.527344
3869.946289,3265.405273
3869.995117,3265.454102
3869.604492,3265.185547
3869.946289,3265.258789
3869.873047,3265.600586
3869.921875,3265.844727
3869.897461,3265.698242
3869.726563,3265.747070
3869.873047,3265.576172
3869.995117,3265.673828
3870.068359,3265.576172
3869.897461,3265.698242
3869.921875,3265.698242
3869.946289,3265.600586
3869.897461,3265.600586
3869.897461,3265.673828
3869.921875,3265.136719
3870.043945,3265.185547
3869.873047,3265.014648
3869.799805,3264.819336
3869.726563,3264.794922
3869.799805,3264.843750
3869.775391,3264.550781
3869.775391,3264.379883
3869.750977,3264.135742
3869.824219,3264.428711
3869.897461,3264.160156
3869.604492,3263.964844
3869.824219,3263.891602
3869.775391,3263.891602
3869.677734,3263.842773
3869.628906,3264.038086
3869.824219,3263.818359
3869.848633,3263.720703
3869.653320,3263.574219
3869.604492,3263.452148
3869.799805,3263.745117
3869.775391,3263.574219
3869.873047,3263.720703
3870.092773,3264.746094
3870.385742,3265.991211
3870.898438,3266.601563
3871.191406,3266.894531
3871.313477,3266.845703
3871.142578,3266.748047
3871.044922,3266.674805
3870.825195,3266.284180
3870.898438,3266.284180
3870.605469,3266.186523
3870.776367,3266.357422
3870.556641,3266.357422
3870.385742,3266.088867
3870.483398,3265.917969
3870.581055,3265.917969
3870.483398,3266.259766
3870.483398,3265.869141
3870.507813,3266.064453
3870.336914,3265.698242
3870.385742,3265.747070
3870.800781,3265.625000
3870.434570,3265.527344
3870.703125,3265.283203
3870.727539,3265.380859
3870.776367,3265.258789
3870.751953,3265.161133
3870.605469,3264.916992
3870.898438,3264.916992
3870.922852,3264.770508
3870.800781,3264.770508
3870.678711,3264.672852
3871.093750,3264.672852
3870.727539,3264.526367
3870.678711,3264.624023
3870.605469,3264.428711
3870.556641,3264.306641
3870.507813,3264.208984
3870.068359,3264.184570
3870.214844,3264.208984
3870.239258,3264.208984
3869.995117,3264.111328
3869.946289,3263.916016
3869.580078,3263.842773
3869.458008,3263.867188
3869.311523,3263.964844
3869.409180,3263.964844
3869.238281,3263.842773
3869.360352,3263.818359
3869.458008,3263.647461
3869.555664,3263.793945
3869.555664,3263.745117
3869.311523,3263.842773
3869.360352,3264.086914
3870.043945,3265.405273
3870.361328,3266.064453
3870.629883,3266.308594
3870.898438,3266.699219
3870.849609,3266.308594
3871.118164,3266.137695
3870.458984,3265.844727
3870.556641,3265.917969
3870.458984,3265.893555
3870.605469,3265.771484
3870.727539,3265.747070
3870.532227,3265.698242
3870.507813,3265.502930
3870.581055,3265.405273
3870.654297,3265.722656
3870.385742,3265.966797
3870.727539,3265.991211
3871.020508,3265.869141
3870.874023,3265.771484
3870.800781,3265.771484
3870.996094,3265.820313
3870.996094,3265.527344
3870.800781,3265.332031
3870.629883,3265.380859
3870.727539,3265.405273
3870.874023,3265.234375
3870.629883,3265.234375
