Channel 1,Channel 2,Channel 3,Channel 4
9885,-25,-22,0
9874,-25,-22,0
9855,-25,-23,0
9852,-25,-23,0
9879,-25,-24,0
9854,-25,-24,0
9854,-25,-24,0
9859,-23,-24,0
9860,-23,-24,0
9870,-23,-24,0
9848,-19,-24,0
9822,-18,-23,0
9836,-18,-23,0
9869,-19,-22,0
9865,-23,-22,0
9862,-23,-22,0
9875,-23,-22,0
9878,-24,-22,0
9856,-24,-22,0
9876,-24,-22,0
9883,-26,-22,0
9874,-29,-22,0
9866,-30,-23,0
9843,-30,-23,0
9868,-30,-24,0
9906,-32,-24,0
9891,-33,-25,0
9870,-34,-26,0
9888,-38,-28,0
9884,-39,-29,0
9886,-40,-30,0
9895,-42,-31,0
9882,-46,-33,0
9893,-47,-34,0
9886,-48,-36,0
9884,-48,-37,0
9852,-48,-39,0
9846,-48,-40,0
9891,-50,-41,0
9901,-50,-42,0
9880,-50,-44,0
9888,-50,-45,0
9903,-50,-46,0
9891,-50,-47,0
9899,-52,-47,0
9905,-55,-48,0
9879,-52,-49,0
9865,-52,-50,0
9853,-50,-50,0
9879,-48,-50,0
9896,-52,-50,0
9892,-55,-50,0
9901,-55,-51,0
9894,-56,-51,0
9898,-56,-52,0
9909,-58,-52,0
9904,-60,-53,0
9896,-60,-54,0
9883,-60,-54,0
9881,-58,-55,0
9878,-56,-55,0
9892,-56,-55,0
9915,-58,-55,0
9883,-58,-56,0
9899,-60,-57,0
9901,-60,-57,0
9897,-61,-58,0
9902,-61,-58,0
9910,-62,-58,0
9900,-63,-59,0
9890,-61,-59,0
9895,-60,-59,0
9877,-59,-59,0
9908,-61,-59,0
9929,-63,-59,0
9897,-63,-60,0
9913,-64,-60,0
9898,-63,-61,0
9908,-64,-61,0
9904,-65,-62,0
9916,-66,-62,0
9903,-67,-62,0
9905,-68,-63,0
9869,-67,-63,0
9895,-67,-63,0
9909,-68,-64,0
9918,-69,-64,0
9905,-69,-65,0
9911,-69,-66,0
9908,-69,-66,0
9901,-69,-66,0
9924,-69,-67,0
9906,-70,-67,0
9918,-70,-68,0
9914,-72,-68,0
9891,-70,-68,0
9882,-70,-69,0
9903,-70,-69,0
9920,-72,-69,0
9907,-72,-69,0
9913,-72,-70,0
9908,-72,-70,0
9906,-72,-70,0
9917,-72,-70,0
9908,-72,-70,0
9925,-72,-71,0
9909,-72,-71,0
9885,-72,-71,0
9876,-72,-71,0
9911,-72,-71,0
9916,-72,-71,0
9904,-72,-71,0
9894,-72,-72,0
9917,-72,-72,0
9904,-72,-72,0
9915,-72,-72,0
9919,-73,-72,0
9905,-73,-72,0
9894,-72,-72,0
9871,-69,-71,0
9873,-68,-71,0
9834,-68,-71,0
9868,-68,-71,0
9850,-68,-70,0
9799,-58,-69,0
9811,-58,-69,0
9788,-37,-66,0
9790,-35,-64,0
9791,-32,-61,0
9791,-14,-57,0
9795,2,-52,0
9790,25,-46,0
9761,37,-38,0
9757,41,-31,0
9801,41,-24,0
9799,41,-16,0
9780,45,-9,0
9800,45,-1,0
9829,45,5,0
9821,45,12,0
9829,45,19,0
9839,41,24,0
9852,37,29,0
9842,36,34,0
9826,35,37,0
9825,15,38,1
9845,11,37,0
9862,10,35,0
9854,7,33,0
9850,7,31,0
9867,-3,28,0
9854,-6,24,0
9862,-9,21,0
9872,-14,17,0
9870,-16,13,0
9874,-18,8,0
9859,-18,4,0
9847,-18,1,0
9849,-18,-2,0
9874,-23,-6,0
9872,-26,-8,0
9871,-26,-11,0
9870,-31,-14,0
9886,-34,-16,0
9862,-34,-19,0
9873,-34,-21,0
9876,-35,-23,0
9869,-35,-25,0
9875,-35,-26,0
9865,-35,-28,0
9875,-35,-29,0
9881,-36,-30,0
9881,-37,-31,0
9883,-38,-32,0
9872,-37,-33,0
9885,-39,-34,0
9880,-39,-35,0
9884,-40,-36,0
9864,-39,-36,0
9846,-39,-36,0
9845,-39,-37,0
9886,-39,-37,0
9885,-44,-38,0
9878,-44,-38,0
9883,-45,-39,0
9873,-45,-40,0
9861,-44,-40,0
9884,-44,-41,0
9892,-44,-41,0
9881,-45,-41,0
9868,-44,-42,0
9860,-42,-42,0
9854,-37,-42,0
9888,-42,-42,0
9877,-42,-42,0
9878,-42,-42,0
9878,-42,-43,0
9871,-42,-42,0
9876,-41,-42,0
9885,-41,-42,0
9898,-42,-42,0
9884,-42,-42,0
9882,-42,-42,0
9860,-42,-41,0
9848,-41,-41,0
9879,-42,-41,0
9891,-42,-41,0
9885,-43,-41,0
9880,-43,-41,0
9899,-44,-42,0
9890,-46,-42,0
9901,-48,-42,0
9896,-49,-43,0
9899,-49,-43,0
9884,-49,-44,0
9881,-48,-44,0
9859,-48,-45,0
9894,-49,-45,0
9904,-54,-46,0
9904,-55,-47,0
9892,-56,-48,0
9910,-58,-49,0
9891,-58,-50,0
9913,-60,-51,0
9906,-60,-52,0
9913,-63,-53,0
9905,-63,-54,0
9887,-63,-55,0
9860,-58,-56,0
9900,-64,-57,0
9911,-68,-58,0
9909,-68,-59,0
9896,-68,-61,0
9918,-69,-62,0
9891,-69,-63,0
9911,-70,-63,0
9906,-70,-64,0
9909,-70,-65,0
9909,-70,-66,0
9889,-70,-66,0
9886,-69,-67,0
9865,-64,-67,0
9900,-64,-67,0
9914,-70,-68,0
9892,-70,-68,0
9892,-64,-68,0
9914,-64,-68,0
9920,-70,-68,0
9920,-70,-68,0
9899,-70,-68,0
9918,-70,-68,0
9892,-64,-67,0
9867,-63,-67,0
9890,-56,-66,0
9916,-63,-66,0
9919,-64,-65,0
9900,-64,-65,0
9932,-78,-66,0
9921,-78,-67,0
9925,-80,-67,0
9910,-80,-68,0
9902,-80,-70,0
9893,-74,-70,0
9907,-71,-70,0
9876,-71,-70,0
9868,-66,-70,0
9923,-71,-70,0
9918,-74,-71,0
9898,-74,-72,0
9908,-72,-73,0
9897,-71,-73,0
9920,-72,-74,0
9917,-72,-73,0
9921,-72,-73,0
9891,-71,-72,0
9896,-66,-71,0
9873,-62,-70,0
9918,-71,-70,0
9917,-72,-70,0
9905,-72,-70,0
9912,-76,-71,0
9938,-76,-71,0
9903,-72,-71,0
9928,-76,-71,0
9929,-81,-72,0
9929,-81,-72,0
9917,-81,-73,0
9921,-81,-74,0
9886,-81,-74,0
9892,-81,-75,0
9929,-81,-76,0
9909,-81,-77,0
9930,-81,-78,0
9912,-81,-78,0
9928,-85,-79,0
9927,-91,-80,0
9925,-89,-81,0
9924,-89,-82,0
9923,-88,-83,0
9912,-87,-83,0
9945,-87,-84,0
9920,-87,-84,0
9898,-87,-85,0
9908,-87,-85,0
9890,-87,-85,0
9873,-84,-86,0
9863,-84,-86,0
9846,-76,-85,0
9829,-76,-85,0
9819,-72,-84,0
9797,-62,-82,0
9769,-54,-80,0
9766,-37,-77,0
9787,-27,-72,0
9780,-10,-67,0
9776,7,-61,0
9762,17,-54,0
9792,39,-46,0
9785,44,-37,0
9803,44,-28,0
9788,48,-19,0
9824,48,-11,0
9805,48,-2,0
9811,48,5,0
9809,48,13,0
9808,48,20,0
9835,44,27,0
9821,33,31,0
9840,31,35,0
9843,28,38,0
9851,27,39,0
9837,25,40,1
9861,15,38,0
9856,12,36,0
9865,1,33,0
9846,-1,30,0
9848,-4,26,0
9844,-7,23,0
9869,-8,19,0
9872,-10,15,0
9874,-12,11,0
9867,-15,7,0
9861,-20,4,0
9866,-25,0,0
9861,-25,-3,0
9884,-25,-6,0
9881,-29,-10,0
9868,-30,-13,0
9847,-30,-16,0
9858,-30,-18,0
9876,-31,-20,0
9884,-32,-21,0
9875,-33,-23,0
9889,-36,-25,0
9883,-38,-27,0
9881,-39,-29,0
9873,-39,-30,0
9884,-40,-32,0
9881,-45,-33,0
9875,-45,-34,0
9874,-40,-35,0
9849,-39,-36,0
9876,-40,-37,0
9876,-40,-37,0
9884,-40,-38,0
9872,-40,-39,0
9888,-40,-39,0
9887,-45,-40,0
9887,-45,-41,0
9876,-40,-41,0
9876,-40,-41,0
9872,-40,-41,0
9851,-40,-41,0
9835,-40,-40,0
9862,-40,-40,0
9891,-40,-40,0
9864,-40,-40,0
9882,-40,-40,0
9880,-40,-40,0
9885,-40,-40,0
9897,-44,-40,0
9882,-44,-41,0
9887,-44,-41,0
9881,-44,-41,0
