Channel 1,Channel 2,Channel 3,Channel 4
9859,-13,0,0
9860,-16,0,0
9870,-17,0,0
9848,-17,0,0
9822,-17,0,0
9836,-17,1,0
9869,-17,1,0
9865,-18,1,0
9862,-18,1,0
9875,-19,0,0
9878,-20,0,0
9856,-20,0,0
9876,-20,-1,0
9883,-22,-1,0
9874,-23,-2,0
9866,-23,-2,0
9843,-23,-3,0
9868,-23,-3,0
9906,-24,-4,0
9891,-25,-5,0
9870,-25,-6,0
9888,-27,-6,0
9884,-29,-7,0
9886,-30,-8,0
9895,-31,-9,0
9882,-31,-9,0
9893,-31,-10,0
9886,-31,-11,0
9884,-32,-12,0
9852,-32,-13,0
9846,-32,-14,0
9891,-32,-14,0
9901,-32,-15,0
9880,-33,-16,0
9888,-34,-17,0
9903,-34,-18,0
9891,-35,-19,0
9899,-36,-20,0
9905,-38,-20,0
9879,-38,-21,0
9865,-38,-22,0
9853,-38,-23,0
9879,-39,-24,0
9896,-39,-24,0
9892,-41,-25,0
9901,-42,-26,0
9894,-43,-26,0
9898,-43,-27,0
9909,-43,-28,0
9904,-45,-28,0
9896,-46,-29,0
9883,-47,-30,0
9881,-47,-30,0
9878,-47,-31,0
9892,-47,-32,0
9915,-48,-32,0
9883,-48,-33,0
9899,-49,-33,0
9901,-50,-34,0
9897,-51,-35,0
9902,-52,-35,0
9910,-53,-36,0
9900,-55,-37,0
9890,-55,-37,0
9895,-55,-38,0
9877,-55,-39,0
9908,-55,-39,0
9929,-56,-40,0
9897,-56,-41,0
9913,-56,-41,0
9898,-57,-42,0
9908,-58,-42,0
9904,-59,-43,0
9916,-59,-44,0
9903,-60,-44,0
9905,-60,-45,0
9869,-60,-45,0
9895,-60,-46,0
9909,-61,-46,0
9918,-61,-47,0
9905,-62,-48,0
9911,-62,-48,0
9908,-62,-49,0
9901,-63,-49,0
9924,-63,-50,0
9906,-63,-51,0
9918,-64,-51,0
9914,-65,-52,0
9891,-64,-52,0
9882,-64,-53,0
9903,-65,-53,0
9920,-65,-54,0
9907,-65,-54,0
9913,-66,-55,0
9908,-67,-55,0
9906,-67,-56,0
9917,-68,-56,0
9908,-68,-57,0
9925,-68,-57,0
9909,-69,-58,0
9885,-69,-58,0
9876,-69,-59,0
9911,-69,-59,0
9916,-70,-60,0
9904,-70,-60,0
9894,-69,-61,0
9917,-70,-61,0
9904,-70,-62,0
9915,-70,-62,0
9919,-71,-62,0
9905,-71,-63,0
9894,-70,-63,0
9871,-70,-63,0
9873,-70,-64,0
9834,-70,-64,0
9868,-70,-64,0
9850,-70,-65,0
9799,-69,-65,0
9811,-69,-65,0
9788,-69,-65,0
9790,-69,-66,0
9791,-69,-66,0
9791,-69,-66,0
9795,-68,-66,0
9790,-68,-66,0
9761,-68,-66,0
9757,-68,-67,0
9801,-68,-67,0
9799,-67,-67,0
9780,-66,-67,0
9800,-61,-67,0
9829,-58,-67,0
9821,-56,-67,0
9829,-52,-67,0
9839,-47,-66,0
9852,-43,-66,0
9842,-38,-65,0
9826,-36,-65,0
9825,-33,-64,0
9845,-24,-63,0
9862,-21,-62,0
9854,-17,-61,0
9850,-15,-60,0
9867,-15,-59,0
9854,-15,-58,0
9862,-15,-57,0
9872,-15,-56,0
9870,-15,-55,0
9874,-15,-54,0
9859,-15,-53,0
9847,-14,-52,0
9849,-13,-51,0
9874,-13,-50,0
9872,-13,-49,0
9871,-13,-48,0
9870,-13,-46,0
9886,-13,-45,0
9862,-13,-44,0
9873,-13,-43,0
9876,-13,-42,0
9869,-13,-41,0
9875,-13,-40,0
9865,-13,-38,0
9875,-13,-37,0
9881,-14,-36,0
9881,-14,-35,0
9883,-15,-34,0
9872,-17,-33,0
9885,-18,-32,0
9880,-20,-31,0
9884,-24,-30,0
9864,-26,-29,0
9846,-26,-28,0
9845,-26,-27,0
9886,-26,-27,0
9885,-27,-26,0
9878,-28,-25,0
9883,-30,-24,0
9873,-32,-23,0
9861,-32,-23,0
9884,-33,-22,0
9892,-34,-22,0
9881,-34,-21,0
9868,-34,-21,0
9860,-34,-21,0
9854,-34,-21,0
9888,-35,-20,0
9877,-36,-20,0
9878,-36,-21,0
9878,-36,-21,0
9871,-36,-21,0
9876,-37,-21,0
9885,-37,-22,0
9898,-38,-22,0
9884,-38,-23,0
9882,-39,-23,0
9860,-39,-24,0
9848,-39,-24,0
9879,-39,-25,0
9891,-40,-25,0
9885,-40,-26,0
9880,-41,-26,0
9899,-42,-27,0
9890,-42,-27,0
9901,-42,-28,0
9896,-43,-29,0
9899,-43,-29,0
9884,-44,-30,0
9881,-44,-30,0
9859,-44,-31,0
9894,-45,-32,0
9904,-45,-32,0
9904,-45,-33,0
9892,-45,-34,0
9910,-46,-34,0
9891,-47,-35,0
9913,-47,-36,0
9906,-48,-36,0
9913,-48,-37,0
9905,-48,-37,0
9887,-48,-38,0
9860,-48,-38,0
9900,-48,-39,0
9911,-49,-39,0
9909,-49,-40,0
9896,-49,-40,0
9918,-50,-41,0
9891,-51,-41,0
9911,-53,-41,0
9906,-54,-42,0
9909,-55,-42,0
9909,-55,-43,0
9889,-55,-43,0
9886,-55,-44,0
9865,-55,-44,0
9900,-55,-44,0
9914,-55,-45,0
9892,-56,-45,0
9892,-56,-46,0
9914,-57,-46,0
9920,-59,-46,0
9920,-60,-47,0
9899,-61,-47,0
9918,-61,-48,0
9892,-61,-48,0
9867,-61,-49,0
9890,-61,-49,0
9916,-63,-50,0
9919,-63,-50,0
9900,-63,-51,0
9932,-64,-51,0
9921,-64,-52,0
9925,-64,-52,0
9910,-66,-52,0
9902,-67,-53,0
9893,-67,-53,0
9907,-68,-54,0
9876,-68,-54,0
9868,-68,-55,0
9923,-68,-55,0
9918,-69,-56,0
9898,-69,-56,0
9908,-70,-57,0
9897,-70,-57,0
9920,-70,-58,0
9917,-70,-58,0
9921,-70,-59,0
9891,-70,-59,0
9896,-69,-60,0
9873,-68,-60,0
9918,-70,-60,0
9917,-71,-61,0
9905,-71,-61,0
9912,-71,-62,0
9938,-71,-62,0
9903,-71,-63,0
9928,-71,-63,0
9929,-72,-64,0
9929,-72,-64,0
9917,-73,-64,0
9921,-73,-65,0
9886,-73,-65,0
9892,-73,-65,0
9929,-75,-66,0
9909,-75,-66,0
9930,-77,-67,0
9912,-76,-67,0
9928,-77,-67,0
9927,-79,-68,0
9925,-80,-68,0
9924,-80,-69,0
9923,-80,-69,0
9912,-80,-70,0
9945,-80,-70,0
9920,-81,-70,0
9898,-81,-71,0
9908,-81,-71,0
9890,-81,-72,0
9873,-78,-72,0
9863,-78,-72,0
9846,-76,-72,0
9829,-76,-73,0
9819,-75,-73,0
9797,-74,-73,0
9769,-74,-73,0
9766,-74,-73,0
9787,-74,-73,0
9780,-74,-73,0
9776,-74,-74,0
9762,-72,-74,0
9792,-72,-74,0
9785,-72,-74,0
9803,-70,-74,0
9788,-70,-74,0
9824,-68,-74,0
9805,-64,-74,0
9811,-61,-73,0
9809,-61,-73,0
9808,-59,-73,0
9835,-59,-73,0
9821,-55,-73,0
9840,-52,-72,0
9843,-43,-72,0
9851,-32,-71,0
9837,-21,-70,0
9861,-20,-69,0
9856,-17,-68,0
9865,-17,-67,0
9846,-12,-65,0
9848,-11,-64,0
9844,-10,-63,0
9869,-10,-62,0
9872,-10,-60,0
9874,-10,-59,0
9867,-10,-58,0
9861,-10,-57,0
9866,-10,-55,0
9861,-10,-54,0
9884,-10,-52,0
9881,-10,-51,0
9868,-10,-50,0
9847,-10,-48,0
9858,-10,-47,0
9876,-10,-45,0
9884,-10,-44,0
9875,-10,-43,0
9889,-10,-41,0
9883,-10,-40,0
9881,-10,-38,0
9873,-10,-37,0
9884,-10,-36,0
9881,-11,-34,0
9875,-13,-33,0
9874,-17,-32,0
9849,-17,-31,0
9876,-21,-30,0
9876,-23,-29,0
9884,-25,-28,0
9872,-25,-27,0
9888,-27,-26,0
9887,-29,-25,0
9887,-30,-24,0
9876,-31,-24,0
9876,-32,-23,0
9872,-34,-22,0
9851,-34,-21,0
9835,-34,-21,0
9862,-34,-20,0
9891,-36,-20,0
9864,-36,-19,0
9882,-36,-19,0
9880,-36,-19,0
9885,-37,-19,0
9897,-38,-19,0
9882,-38,-19,0
9887,-39,-20,0
9881,-39,-20,0
9890,-40,-20,0
