Channel 1,Channel 2,Channel 3,Channel 4
9835,-40,-35,0
9862,-40,-35,0
9891,-40,-36,0
9864,-40,-36,0
9882,-40,-37,0
9880,-40,-38,0
9885,-40,-38,0
9897,-40,-38,0
9882,-40,-39,0
9887,-40,-39,0
9881,-40,-39,0
9890,-44,-39,0
9860,-44,-40,0
9850,-44,-40,0
9887,-45,-40,0
9890,-46,-40,0
9874,-45,-41,0
9900,-46,-41,0
9885,-46,-41,0
9885,-46,-41,0
9909,-46,-42,0
9908,-46,-42,0
9888,-49,-42,0
9881,-49,-43,0
9857,-49,-43,0
9878,-49,-43,0
9905,-49,-44,0
9900,-49,-44,0
9888,-49,-44,0
9900,-51,-45,0
9903,-51,-45,0
9897,-52,-46,0
9913,-52,-46,0
9910,-52,-47,0
9906,-54,-47,0
9903,-54,-48,0
9870,-54,-48,0
9874,-54,-49,0
9890,-54,-49,0
9909,-61,-50,0
9908,-64,-50,0
9896,-64,-51,0
9922,-64,-52,0
9902,-64,-53,0
9910,-66,-53,0
9906,-66,-54,0
9910,-66,-55,0
9891,-66,-56,0
9883,-66,-56,0
9887,-66,-57,0
9885,-66,-58,0
9910,-66,-58,0
9909,-67,-59,0
9898,-67,-60,0
9894,-67,-60,0
9914,-67,-61,0
9930,-70,-62,0
9919,-70,-63,0
9912,-70,-63,0
9920,-70,-64,0
9870,-70,-65,0
9887,-70,-65,0
9895,-70,-66,0
9907,-71,-66,0
9906,-70,-67,0
9913,-70,-67,0
9913,-71,-67,0
9908,-71,-68,0
9920,-72,-68,0
9907,-71,-68,0
9918,-72,-68,0
9929,-72,-69,0
9906,-72,-69,0
9894,-72,-69,0
9887,-72,-69,0
9897,-72,-70,0
9931,-72,-70,0
9902,-71,-70,0
9920,-72,-70,0
9910,-74,-70,0
9911,-74,-71,0
9919,-74,-71,0
9909,-73,-71,0
9928,-73,-71,0
9903,-72,-71,0
9879,-72,-71,0
9881,-72,-71,0
9906,-72,-71,0
9913,-73,-72,0
9917,-74,-72,0
9921,-74,-72,0
9916,-74,-72,0
9921,-75,-72,0
9916,-75,-72,0
9916,-77,-73,0
9922,-77,-73,0
9927,-77,-73,0
9905,-77,-73,0
9912,-77,-73,0
9899,-77,-74,0
9924,-80,-74,0
9916,-80,-74,0
9905,-80,-75,0
9920,-80,-75,0
9921,-80,-75,0
9924,-80,-75,0
9916,-80,-76,0
9918,-80,-76,0
9930,-80,-76,0
9907,-80,-76,0
9900,-80,-77,0
9895,-80,-77,0
9920,-80,-77,0
9906,-80,-78,0
9905,-80,-78,0
9911,-80,-78,0
9899,-80,-78,0
9898,-80,-79,0
9888,-76,-79,0
9866,-75,-79,0
9848,-71,-78,0
9842,-70,-78,0
9804,-70,-78,0
9752,-69,-77,0
9778,-69,-77,0
9777,-69,-77,0
9763,-64,-76,0
9752,-63,-75,0
9759,-62,-75,0
9758,-59,-74,0
9771,-52,-73,0
9777,-30,-71,0
9771,-12,-68,0
9774,-6,-65,0
9758,32,-61,0
9753,58,-55,0
9770,59,-49,0
9816,59,-44,0
9787,59,-38,0
9818,59,-33,0
9826,59,-27,0
9834,59,-22,0
9831,59,-16,0
9851,59,-11,0
9854,59,-5,0
9846,59,0,0
9835,59,4,0
9836,59,9,0
9840,58,14,0
9873,49,19,0
9861,20,23,0
9839,18,26,0
9848,10,29,0
9879,5,31,0
9864,2,34,0
9860,1,36,0
9866,0,37,0
9865,-3,38,0
9866,-4,38,0
9840,-4,36,0
9830,-4,34,0
9878,-10,31,0
9871,-12,28,0
9859,-15,25,0
9868,-18,22,0
9882,-23,19,0
9853,-23,16,0
9858,-23,12,0
9871,-24,9,0
9865,-25,6,0
9869,-28,2,0
9849,-28,0,0
9855,-28,-4,0
9870,-29,-7,0
9884,-29,-10,0
9868,-29,-12,0
9864,-29,-14,0
9881,-30,-16,0
9884,-30,-17,0
9851,-30,-19,0
9866,-30,-20,0
9862,-30,-21,0
9872,-30,-22,0
9868,-32,-23,0
9854,-32,-24,0
9862,-32,-25,0
9865,-30,-26,0
9857,-29,-27,0
9856,-29,-28,0
9894,-29,-28,0
9873,-29,-28,0
9871,-30,-28,0
9874,-32,-29,0
9881,-32,-29,0
9871,-32,-29,0
9869,-32,-30,0
9848,-32,-30,0
9844,-32,-30,0
9887,-32,-30,0
9875,-32,-30,0
9872,-33,-30,0
9858,-33,-30,0
9883,-33,-31,0
9876,-33,-31,0
9883,-35,-31,0
9891,-35,-31,0
9869,-35,-31,0
9881,-35,-32,0
9878,-36,-32,0
9859,-36,-32,0
9871,-36,-32,0
9887,-37,-32,0
9884,-38,-33,0
9880,-39,-33,0
9898,-39,-33,0
9876,-40,-34,0
9895,-40,-34,0
9891,-42,-35,0
9895,-42,-35,0
9889,-44,-36,0
9876,-44,-36,0
9861,-44,-37,0
9866,-44,-37,0
9900,-44,-37,0
9905,-45,-38,0
9893,-47,-39,0
9894,-47,-39,0
9900,-48,-40,0
9905,-51,-40,0
9909,-53,-41,0
9896,-53,-42,0
9921,-55,-43,0
9872,-55,-43,0
9867,-55,-44,0
9869,-55,-45,0
9897,-57,-46,0
9919,-58,-47,0
9884,-58,-47,0
9895,-59,-48,0
9900,-59,-49,0
9897,-59,-50,0
9902,-59,-51,0
9896,-60,-51,0
9904,-60,-52,0
9910,-61,-53,0
9872,-61,-53,0
9874,-61,-54,0
9864,-61,-55,0
9897,-61,-55,0
9903,-61,-56,0
9901,-61,-57,0
9922,-61,-57,0
9909,-61,-58,0
9916,-61,-58,0
9912,-61,-58,0
9916,-64,-59,0
9906,-64,-59,0
9907,-65,-60,0
9884,-65,-60,0
9881,-65,-60,0
9923,-66,-61,0
9903,-66,-61,0
9894,-66,-61,0
9923,-67,-62,0
9921,-67,-62,0
9911,-68,-62,0
9914,-70,-63,0
9926,-71,-63,0
9908,-72,-64,0
9907,-71,-64,0
9892,-71,-65,0
9875,-71,-65,0
9911,-72,-65,0
9914,-73,-66,0
9899,-73,-66,0
9911,-75,-67,0
9926,-75,-68,0
9924,-75,-68,0
9916,-75,-69,0
9927,-75,-69,0
9922,-75,-70,0
9906,-75,-70,0
9885,-75,-70,0
9889,-75,-71,0
9910,-75,-71,0
9909,-75,-72,0
9907,-75,-72,0
9909,-75,-72,0
9905,-74,-73,0
9907,-73,-73,0
9915,-73,-73,0
9934,-73,-73,0
9918,-73,-73,0
9901,-73,-73,0
9875,-73,-73,0
9827,-73,-73,0
9845,-73,-74,0
9851,-73,-74,0
9814,-71,-74,0
9796,-71,-73,0
9799,-71,-73,0
9795,-70,-73,0
9786,-69,-73,0
9788,-65,-72,0
9776,-53,-72,0
9780,-49,-71,0
9756,-39,-69,0
9758,-15,-67,0
9782,-9,-64,0
9771,9,-61,0
9780,22,-57,0
9807,29,-53,0
9790,37,-48,0
9804,37,-44,0
9816,37,-39,0
9834,37,-35,0
9834,37,-31,0
9846,37,-26,0
9822,37,-22,0
9801,37,-17,0
9843,37,-13,0
9852,37,-9,0
9855,37,-4,0
9849,37,0,0
9872,35,3,0
9867,32,8,0
9851,29,12,0
9861,20,15,0
9862,14,18,0
9865,2,20,0
9869,2,23,0
9849,-7,24,0
9839,-7,24,0
9875,-10,24,0
9880,-13,23,0
9869,-13,22,0
9884,-15,20,0
9860,-16,18,0
9847,-16,16,0
9880,-19,14,0
9876,-24,11,0
9881,-25,9,0
9867,-26,6,0
9835,-26,4,0
9850,-26,1,0
9863,-27,-1,0
9881,-29,-3,0
9887,-31,-6,0
9875,-31,-9,0
9886,-31,-11,0
9885,-33,-14,0
9874,-33,-16,0
9880,-38,-19,0
9861,-38,-21,0
9878,-39,-22,0
9866,-39,-24,0
9841,-39,-25,0
9847,-39,-27,0
9841,-38,-28,0
9878,-38,-29,0
9890,-39,-30,0
9865,-38,-31,0
9875,-39,-32,0
9872,-39,-32,0
9865,-38,-33,0
9871,-36,-34,0
9873,-36,-34,0
9874,-37,-35,0
9864,-37,-35,0
9857,-37,-35,0
9832,-37,-36,0
9891,-37,-36,0
9879,-37,-36,0
9877,-37,-37,0
9886,-37,-37,0
9882,-37,-37,0
9876,-37,-37,0
9878,-37,-37,0
9888,-38,-37,0
9893,-38,-37,0
9875,-39,-37,0
9852,-39,-37,0
9858,-39,-37,0
9901,-39,-37,0
9906,-39,-37,0
9913,-39,-37,0
9906,-40,-37,0
9903,-41,-37,0
9901,-42,-38,0
9908,-43,-38,0
9901,-46,-38,0
9906,-50,-39,0
9898,-52,-39,0
9900,-55,-40,0
9872,-55,-41,0
9864,-55,-41,0
9887,-52,-42,0
9911,-57,-43,0
9905,-62,-44,0
9894,-62,-45,0
9905,-64,-46,0
9888,-64,-47,0
9898,-64,-48,0
9900,-64,-49,0
9910,-65,-50,0
9882,-65,-51,0
9870,-65,-52,0
9879,-65,-53,0
9919,-65,-54,0
9913,-65,-55,0
9909,-65,-56,0
9919,-65,-57,0
9911,-65,-58,0
9892,-64,-59,0
9907,-64,-60,0
9910,-64,-61,0
9927,-64,-61,0
9911,-69,-62,0
9911,-69,-63,0
9897,-69,-63,0
9886,-69,-64,0
9926,-71,-65,0
9925,-71,-65,0
9896,-71,-65,0
9907,-71,-66,0
9923,-73,-66,0
9917,-74,-67,0
9917,-74,-67,0
9917,-75,-67,0
9923,-75,-68,0
9906,-75,-68,0
9893,-75,-69,0
9896,-75,-69,0
9921,-75,-69,0
9922,-75,-70,0
9893,-75,-70,0
9908,-75,-71,0
9903,-74,-71,0
9904,-74,-71,0
9891,-74,-72,0
9898,-72,-72,0
9871,-71,-72,0
9832,-70,-72,0
9849,-68,-72,0
9841,-68,-72,0
9829,-68,-72,0
9826,-67,-72,0
9793,-62,-72,0
9786,-62,-71,0
9772,-60,-71,0
9763,-57,-70,0
9766,-57,-70,0
9771,-55,-69,0
9774,-35,-67,0
9741,-13,-65,0
9735,-5,-62,0
9756,4,-59,0
9783,7,-56,0
9762,10,-52,0
9771,43,-47,0
9779,50,-42,0
9772,53,-37,0
9804,53,-32,0
9805,53,-27,0
9812,53,-22,0
9806,53,-17,0
9820,53,-12,0
9802,53,-7,0
9816,53,-2,0
9819,53,2,0
9831,53,6,0
9831,53,11,0
9835,53,16,0
9834,53,20,0
9824,34,24,0
9836,32,28,0
9839,31,31,0
9837,30,35,0
9821,24,37,0
9834,20,38,0
9813,20,39,0
9814,20,40,0
9826,17,40,0
9839,16,41,1
9839,15,39,0
9841,12,38,0
9844,10,36,0
9853,5,34,0
9847,5,32,0
9846,2,30,0
9837,2,28,0
9854,1,26,0
9827,1,24,0
9839,0,22,0
9868,-1,20,0
9841,-1,18,0
9844,-3,15,0
9856,-3,13,0
9832,-3,11,0
9860,-3,9,0
9864,-3,8,0
9857,-5,7,0
9856,-5,5,0
9835,-5,4,0
9816,-5,3,0
9854,-8,2,0
9868,-8,1,0
9856,-10,0,0
9858,-11,0,0
9860,-17,-2,0
9852,-17,-3,0
9836,-17,-4,0
9865,-18,-5,0
9865,-18,-6,0
9862,-20,-7,0
9856,-20,-7,0
9831,-20,-8,0
9840,-20,-9,0
9855,-20,-10,0
9858,-20,-11,0
9858,-20,-11,0
9864,-20,-12,0
9853,-20,-13,0
9852,-20,-14,0
9875,-20,-14,0
9869,-20,-15,0
9868,-20,-15,0
9870,-22,-16,0
9877,-22,-17,0
9847,-22,-18,0
9887,-22,-18,0
9885,-22,-19,0
9889,-24,-19,0
9888,-26,-20,0
9888,-28,-20,0
9890,-29,-21,0
9879,-29,-21,0
9901,-32,-22,0
9892,-33,-22,0
9899,-34,-23,0
9866,-34,-23,0
9858,-34,-24,0
9857,-34,-25,0
9885,-39,-25,0
9895,-41,-26,0
9868,-41,-27,0
9890,-43,-28,0
9887,-49,-29,0
9877,-49,-30,0
9904,-49,-31,0
9884,-49,-33,0
9887,-51,-34,0
9877,-51,-35,0
9862,-51,-36,0
9869,-51,-37,0
9883,-49,-38,0
9888,-51,-40,0
9880,-49,-41,0
9875,-48,-41,0
9886,-48,-42,0
9890,-48,-43,0
9894,-49,-44,0
9881,-48,-44,0
9891,-48,-45,0
9892,-48,-46,0
9887,-49,-46,0
9889,-50,-47,0
9884,-50,-47,0
9879,-50,-48,0
9896,-50,-48,0
9876,-50,-49,0
9899,-50,-49,0
9899,-50,-49,0
9909,-51,-49,0
9882,-50,-49,0
9877,-50,-49,0
9851,-48,-49,0
9878,-48,-49,0
9895,-50,-49,0
9889,-51,-49,0
9885,-51,-49,0
9884,-50,-49,0
9900,-51,-49,0
9892,-53,-49,0
9890,-53,-49,0
9899,-53,-50,0
9888,-53,-50,0
9865,-53,-50,0
9872,-52,-50,0
9879,-51,-50,0
9902,-52,-50,0
9891,-52,-50,0
